cell,celliso,iso,lon,lat,lpj
GLO.154,SEN.154,SEN,-13.75,14.25,23831
GLO.155,SEN.155,SEN,-13.75,14.75,23832
GLO.156,SEN.156,SEN,-13.75,15.25,23833
GLO.157,SEN.157,SEN,-13.75,15.75,23834
GLO.158,MRT.158,MRT,-13.75,16.25,23835
GLO.159,MRT.159,MRT,-13.75,16.75,23836
GLO.160,MRT.160,MRT,-13.75,17.25,23837
GLO.161,MRT.161,MRT,-13.75,17.75,23838
GLO.162,MRT.162,MRT,-13.75,18.25,23839
GLO.163,MRT.163,MRT,-13.75,18.75,23840
GLO.164,MRT.164,MRT,-13.75,19.25,23841
GLO.165,MRT.165,MRT,-13.75,19.75,23842
GLO.166,MRT.166,MRT,-13.75,20.25,23843
GLO.167,MRT.167,MRT,-13.75,20.75,23844
GLO.168,MRT.168,MRT,-13.75,21.25,23845
GLO.169,ESH.169,ESH,-13.75,21.75,23846
GLO.170,ESH.170,ESH,-13.75,22.25,23847
GLO.171,ESH.171,ESH,-13.75,22.75,23848
GLO.172,ESH.172,ESH,-13.75,23.25,23849
GLO.173,ESH.173,ESH,-13.75,23.75,23850
GLO.174,ESH.174,ESH,-13.75,24.25,23851
GLO.175,ESH.175,ESH,-13.75,24.75,23852
GLO.176,ESH.176,ESH,-13.75,25.25,23853
GLO.177,ESH.177,ESH,-13.75,25.75,23854
GLO.178,ESH.178,ESH,-13.75,26.25,23855
GLO.179,GIN.179,GIN,-13.25,9.25,23868
GLO.180,GIN.180,GIN,-13.25,9.75,23869
GLO.181,GIN.181,GIN,-13.25,10.25,23870
GLO.182,GIN.182,GIN,-13.25,10.75,23871
GLO.183,GIN.183,GIN,-13.25,11.25,23872
GLO.184,GIN.184,GIN,-13.25,11.75,23873
GLO.185,GIN.185,GIN,-13.25,12.25,23874
GLO.186,SEN.186,SEN,-13.25,12.75,23875
GLO.187,SEN.187,SEN,-13.25,13.25,23876
GLO.188,SEN.188,SEN,-13.25,13.75,23877
GLO.189,SEN.189,SEN,-13.25,14.25,23878
GLO.190,SEN.190,SEN,-13.25,14.75,23879
GLO.191,SEN.191,SEN,-13.25,15.25,23880
GLO.192,MRT.192,MRT,-13.25,15.75,23881
GLO.193,MRT.193,MRT,-13.25,16.25,23882
GLO.194,MRT.194,MRT,-13.25,16.75,23883
GLO.195,MRT.195,MRT,-13.25,17.25,23884
GLO.196,MRT.196,MRT,-13.25,17.75,23885
GLO.197,MRT.197,MRT,-13.25,18.25,23886
GLO.198,MRT.198,MRT,-13.25,18.75,23887
GLO.199,MRT.199,MRT,-13.25,19.25,23888
GLO.200,MRT.200,MRT,-13.25,19.75,23889
GLO.201,MRT.201,MRT,-13.25,20.25,23890
GLO.202,MRT.202,MRT,-13.25,20.75,23891
GLO.203,MRT.203,MRT,-13.25,21.25,23892
GLO.204,ESH.204,ESH,-13.25,21.75,23893
GLO.205,ESH.205,ESH,-13.25,22.25,23894
GLO.206,ESH.206,ESH,-13.25,22.75,23895
GLO.207,ESH.207,ESH,-13.25,23.25,23896
GLO.208,ESH.208,ESH,-13.25,23.75,23897
GLO.209,ESH.209,ESH,-13.25,24.25,23898
GLO.210,ESH.210,ESH,-13.25,24.75,23899
GLO.211,ESH.211,ESH,-13.25,25.25,23900
GLO.212,ESH.212,ESH,-13.25,25.75,23901
GLO.213,ESH.213,ESH,-13.25,26.25,23902
GLO.214,ESH.214,ESH,-13.25,26.75,23903
GLO.215,ESH.215,ESH,-13.25,27.25,23904
GLO.216,SLE.216,SLE,-12.75,7.75,23910
GLO.217,SLE.217,SLE,-12.75,8.25,23911
GLO.218,SLE.218,SLE,-12.75,8.75,23912
GLO.219,SLE.219,SLE,-12.75,9.25,23913
GLO.220,GIN.220,GIN,-12.75,9.75,23914
GLO.221,GIN.221,GIN,-12.75,10.25,23915
GLO.222,GIN.222,GIN,-12.75,10.75,23916
GLO.223,GIN.223,GIN,-12.75,11.25,23917
GLO.224,GIN.224,GIN,-12.75,11.75,23918
GLO.225,GIN.225,GIN,-12.75,12.25,23919
GLO.226,SEN.226,SEN,-12.75,12.75,23920
GLO.227,SEN.227,SEN,-12.75,13.25,23921
GLO.228,SEN.228,SEN,-12.75,13.75,23922
GLO.229,SEN.229,SEN,-12.75,14.25,23923
GLO.230,SEN.230,SEN,-12.75,14.75,23924
GLO.231,MRT.231,MRT,-12.75,15.25,23925
GLO.232,MRT.232,MRT,-12.75,15.75,23926
GLO.233,MRT.233,MRT,-12.75,16.25,23927
GLO.234,MRT.234,MRT,-12.75,16.75,23928
GLO.235,MRT.235,MRT,-12.75,17.25,23929
GLO.236,MRT.236,MRT,-12.75,17.75,23930
GLO.237,MRT.237,MRT,-12.75,18.25,23931
GLO.238,MRT.238,MRT,-12.75,18.75,23932
GLO.239,MRT.239,MRT,-12.75,19.25,23933
GLO.240,MRT.240,MRT,-12.75,19.75,23934
GLO.241,MRT.241,MRT,-12.75,20.25,23935
GLO.242,MRT.242,MRT,-12.75,20.75,23936
GLO.243,MRT.243,MRT,-12.75,21.25,23937
GLO.244,MRT.244,MRT,-12.75,21.75,23938
GLO.245,MRT.245,MRT,-12.75,22.25,23939
GLO.246,MRT.246,MRT,-12.75,22.75,23940
GLO.247,MRT.247,MRT,-12.75,23.25,23941
GLO.248,ESH.248,ESH,-12.75,23.75,23942
GLO.249,ESH.249,ESH,-12.75,24.25,23943
GLO.250,ESH.250,ESH,-12.75,24.75,23944
GLO.251,ESH.251,ESH,-12.75,25.25,23945
GLO.252,ESH.252,ESH,-12.75,25.75,23946
GLO.253,ESH.253,ESH,-12.75,26.25,23947
GLO.254,ESH.254,ESH,-12.75,26.75,23948
GLO.255,ESH.255,ESH,-12.75,27.25,23949
GLO.256,SLE.256,SLE,-12.25,7.75,23955
GLO.257,SLE.257,SLE,-12.25,8.25,23956
GLO.258,SLE.258,SLE,-12.25,8.75,23957
GLO.259,SLE.259,SLE,-12.25,9.25,23958
GLO.260,SLE.260,SLE,-12.25,9.75,23959
GLO.261,GIN.261,GIN,-12.25,10.25,23960
GLO.262,GIN.262,GIN,-12.25,10.75,23961
GLO.263,GIN.263,GIN,-12.25,11.25,23962
GLO.264,GIN.264,GIN,-12.25,11.75,23963
GLO.265,GIN.265,GIN,-12.25,12.25,23964
GLO.266,SEN.266,SEN,-12.25,12.75,23965
GLO.267,SEN.267,SEN,-12.25,13.25,23966
GLO.268,SEN.268,SEN,-12.25,13.75,23967
GLO.269,SEN.269,SEN,-12.25,14.25,23968
GLO.270,SEN.270,SEN,-12.25,14.75,23969
GLO.271,MRT.271,MRT,-12.25,15.25,23970
GLO.272,MRT.272,MRT,-12.25,15.75,23971
GLO.273,MRT.273,MRT,-12.25,16.25,23972
GLO.274,MRT.274,MRT,-12.25,16.75,23973
GLO.275,MRT.275,MRT,-12.25,17.25,23974
GLO.276,MRT.276,MRT,-12.25,17.75,23975
GLO.277,MRT.277,MRT,-12.25,18.25,23976
GLO.278,MRT.278,MRT,-12.25,18.75,23977
GLO.279,MRT.279,MRT,-12.25,19.25,23978
GLO.280,MRT.280,MRT,-12.25,19.75,23979
GLO.281,MRT.281,MRT,-12.25,20.25,23980
GLO.282,MRT.282,MRT,-12.25,20.75,23981
GLO.283,MRT.283,MRT,-12.25,21.25,23982
GLO.284,MRT.284,MRT,-12.25,21.75,23983
GLO.285,MRT.285,MRT,-12.25,22.25,23984
GLO.286,MRT.286,MRT,-12.25,22.75,23985
GLO.287,MRT.287,MRT,-12.25,23.25,23986
GLO.288,ESH.288,ESH,-12.25,23.75,23987
GLO.289,ESH.289,ESH,-12.25,24.25,23988
GLO.290,ESH.290,ESH,-12.25,24.75,23989
GLO.291,ESH.291,ESH,-12.25,25.25,23990
GLO.292,ESH.292,ESH,-12.25,25.75,23991
GLO.293,ESH.293,ESH,-12.25,26.25,23992
GLO.294,ESH.294,ESH,-12.25,26.75,23993
GLO.295,ESH.295,ESH,-12.25,27.25,23994
GLO.296,SLE.296,SLE,-11.75,7.25,24000
GLO.297,SLE.297,SLE,-11.75,7.75,24001
GLO.298,SLE.298,SLE,-11.75,8.25,24002
GLO.299,SLE.299,SLE,-11.75,8.75,24003
GLO.300,SLE.300,SLE,-11.75,9.25,24004
GLO.301,SLE.301,SLE,-11.75,9.75,24005
GLO.302,GIN.302,GIN,-11.75,10.25,24006
GLO.303,GIN.303,GIN,-11.75,10.75,24007
GLO.304,GIN.304,GIN,-11.75,11.25,24008
GLO.305,GIN.305,GIN,-11.75,11.75,24009
GLO.306,GIN.306,GIN,-11.75,12.25,24010
GLO.307,SEN.307,SEN,-11.75,12.75,24011
GLO.308,SEN.308,SEN,-11.75,13.25,24012
GLO.309,MLI.309,MLI,-11.75,13.75,24013
GLO.310,MLI.310,MLI,-11.75,14.25,24014
GLO.311,MLI.311,MLI,-11.75,14.75,24015
GLO.312,MLI.312,MLI,-11.75,15.25,24016
GLO.313,MRT.313,MRT,-11.75,15.75,24017
GLO.314,MRT.314,MRT,-11.75,16.25,24018
GLO.315,MRT.315,MRT,-11.75,16.75,24019
GLO.316,MRT.316,MRT,-11.75,17.25,24020
GLO.317,MRT.317,MRT,-11.75,17.75,24021
GLO.318,MRT.318,MRT,-11.75,18.25,24022
GLO.319,MRT.319,MRT,-11.75,18.75,24023
GLO.320,MRT.320,MRT,-11.75,19.25,24024
GLO.321,MRT.321,MRT,-11.75,19.75,24025
GLO.322,MRT.322,MRT,-11.75,20.25,24026
GLO.323,MRT.323,MRT,-11.75,20.75,24027
GLO.324,MRT.324,MRT,-11.75,21.25,24028
GLO.325,MRT.325,MRT,-11.75,21.75,24029
GLO.326,MRT.326,MRT,-11.75,22.25,24030
GLO.327,MRT.327,MRT,-11.75,22.75,24031
GLO.328,MRT.328,MRT,-11.75,23.25,24032
GLO.329,MRT.329,MRT,-11.75,23.75,24033
GLO.330,MRT.330,MRT,-11.75,24.25,24034
GLO.331,MRT.331,MRT,-11.75,24.75,24035
GLO.332,MRT.332,MRT,-11.75,25.25,24036
GLO.333,MRT.333,MRT,-11.75,25.75,24037
GLO.334,ESH.334,ESH,-11.75,26.25,24038
GLO.335,ESH.335,ESH,-11.75,26.75,24039
GLO.336,ESH.336,ESH,-11.75,27.25,24040
GLO.337,LBR.337,LBR,-11.25,6.75,24045
GLO.338,SLE.338,SLE,-11.25,7.25,24046
GLO.339,SLE.339,SLE,-11.25,7.75,24047
GLO.340,SLE.340,SLE,-11.25,8.25,24048
GLO.341,SLE.341,SLE,-11.25,8.75,24049
GLO.342,SLE.342,SLE,-11.25,9.25,24050
GLO.343,SLE.343,SLE,-11.25,9.75,24051
GLO.344,GIN.344,GIN,-11.25,10.25,24052
GLO.345,GIN.345,GIN,-11.25,10.75,24053
GLO.346,GIN.346,GIN,-11.25,11.25,24054
GLO.347,GIN.347,GIN,-11.25,11.75,24055
GLO.348,MLI.348,MLI,-11.25,12.25,24056
GLO.349,MLI.349,MLI,-11.25,12.75,24057
GLO.350,MLI.350,MLI,-11.25,13.25,24058
GLO.351,MLI.351,MLI,-11.25,13.75,24059
GLO.352,MLI.352,MLI,-11.25,14.25,24060
GLO.353,MLI.353,MLI,-11.25,14.75,24061
GLO.354,MLI.354,MLI,-11.25,15.25,24062
GLO.355,MRT.355,MRT,-11.25,15.75,24063
GLO.356,MRT.356,MRT,-11.25,16.25,24064
GLO.357,MRT.357,MRT,-11.25,16.75,24065
GLO.358,MRT.358,MRT,-11.25,17.25,24066
GLO.359,MRT.359,MRT,-11.25,17.75,24067
GLO.360,MRT.360,MRT,-11.25,18.25,24068
GLO.361,MRT.361,MRT,-11.25,18.75,24069
GLO.362,MRT.362,MRT,-11.25,19.25,24070
GLO.363,MRT.363,MRT,-11.25,19.75,24071
GLO.364,MRT.364,MRT,-11.25,20.25,24072
GLO.365,MRT.365,MRT,-11.25,20.75,24073
GLO.366,MRT.366,MRT,-11.25,21.25,24074
GLO.367,MRT.367,MRT,-11.25,21.75,24075
GLO.368,MRT.368,MRT,-11.25,22.25,24076
GLO.369,MRT.369,MRT,-11.25,22.75,24077
GLO.370,MRT.370,MRT,-11.25,23.25,24078
GLO.371,MRT.371,MRT,-11.25,23.75,24079
GLO.372,MRT.372,MRT,-11.25,24.25,24080
GLO.373,MRT.373,MRT,-11.25,24.75,24081
GLO.374,MRT.374,MRT,-11.25,25.25,24082
GLO.375,MRT.375,MRT,-11.25,25.75,24083
GLO.376,ESH.376,ESH,-11.25,26.25,24084
GLO.377,ESH.377,ESH,-11.25,26.75,24085
GLO.378,ESH.378,ESH,-11.25,27.25,24086
GLO.379,LBR.379,LBR,-10.75,6.75,24092
GLO.380,LBR.380,LBR,-10.75,7.25,24093
GLO.381,SLE.381,SLE,-10.75,7.75,24094
GLO.382,SLE.382,SLE,-10.75,8.25,24095
GLO.383,SLE.383,SLE,-10.75,8.75,24096
GLO.384,SLE.384,SLE,-10.75,9.25,24097
GLO.385,GIN.385,GIN,-10.75,9.75,24098
GLO.386,GIN.386,GIN,-10.75,10.25,24099
GLO.387,GIN.387,GIN,-10.75,10.75,24100
GLO.388,GIN.388,GIN,-10.75,11.25,24101
GLO.389,GIN.389,GIN,-10.75,11.75,24102
GLO.390,MLI.390,MLI,-10.75,12.25,24103
GLO.391,MLI.391,MLI,-10.75,12.75,24104
GLO.392,MLI.392,MLI,-10.75,13.25,24105
GLO.393,MLI.393,MLI,-10.75,13.75,24106
GLO.394,MLI.394,MLI,-10.75,14.25,24107
GLO.395,MLI.395,MLI,-10.75,14.75,24108
GLO.396,MLI.396,MLI,-10.75,15.25,24109
GLO.397,MRT.397,MRT,-10.75,15.75,24110
GLO.398,MRT.398,MRT,-10.75,16.25,24111
GLO.399,MRT.399,MRT,-10.75,16.75,24112
GLO.400,MRT.400,MRT,-10.75,17.25,24113
GLO.401,MRT.401,MRT,-10.75,17.75,24114
GLO.402,MRT.402,MRT,-10.75,18.25,24115
GLO.403,MRT.403,MRT,-10.75,18.75,24116
GLO.404,MRT.404,MRT,-10.75,19.25,24117
GLO.405,MRT.405,MRT,-10.75,19.75,24118
GLO.406,MRT.406,MRT,-10.75,20.25,24119
GLO.407,MRT.407,MRT,-10.75,20.75,24120
GLO.408,MRT.408,MRT,-10.75,21.25,24121
GLO.409,MRT.409,MRT,-10.75,21.75,24122
GLO.410,MRT.410,MRT,-10.75,22.25,24123
GLO.411,MRT.411,MRT,-10.75,22.75,24124
GLO.412,MRT.412,MRT,-10.75,23.25,24125
GLO.413,MRT.413,MRT,-10.75,23.75,24126
GLO.414,MRT.414,MRT,-10.75,24.25,24127
GLO.415,MRT.415,MRT,-10.75,24.75,24128
GLO.416,MRT.416,MRT,-10.75,25.25,24129
GLO.417,MRT.417,MRT,-10.75,25.75,24130
GLO.418,ESH.418,ESH,-10.75,26.25,24131
GLO.419,ESH.419,ESH,-10.75,26.75,24132
GLO.420,ESH.420,ESH,-10.75,27.25,24133
GLO.421,LBR.421,LBR,-10.25,6.25,24138
GLO.422,LBR.422,LBR,-10.25,6.75,24139
GLO.423,LBR.423,LBR,-10.25,7.25,24140
GLO.424,LBR.424,LBR,-10.25,7.75,24141
GLO.425,LBR.425,LBR,-10.25,8.25,24142
GLO.426,GIN.426,GIN,-10.25,8.75,24143
GLO.427,GIN.427,GIN,-10.25,9.25,24144
GLO.428,GIN.428,GIN,-10.25,9.75,24145
GLO.429,GIN.429,GIN,-10.25,10.25,24146
GLO.430,GIN.430,GIN,-10.25,10.75,24147
GLO.431,GIN.431,GIN,-10.25,11.25,24148
GLO.432,GIN.432,GIN,-10.25,11.75,24149
GLO.433,MLI.433,MLI,-10.25,12.25,24150
GLO.434,MLI.434,MLI,-10.25,12.75,24151
GLO.435,MLI.435,MLI,-10.25,13.25,24152
GLO.436,MLI.436,MLI,-10.25,13.75,24153
GLO.437,MLI.437,MLI,-10.25,14.25,24154
GLO.438,MLI.438,MLI,-10.25,14.75,24155
GLO.439,MLI.439,MLI,-10.25,15.25,24156
GLO.440,MRT.440,MRT,-10.25,15.75,24157
GLO.441,MRT.441,MRT,-10.25,16.25,24158
GLO.442,MRT.442,MRT,-10.25,16.75,24159
GLO.443,MRT.443,MRT,-10.25,17.25,24160
GLO.444,MRT.444,MRT,-10.25,17.75,24161
GLO.445,MRT.445,MRT,-10.25,18.25,24162
GLO.446,MRT.446,MRT,-10.25,18.75,24163
GLO.447,MRT.447,MRT,-10.25,19.25,24164
GLO.448,MRT.448,MRT,-10.25,19.75,24165
GLO.449,MRT.449,MRT,-10.25,20.25,24166
GLO.450,MRT.450,MRT,-10.25,20.75,24167
GLO.451,MRT.451,MRT,-10.25,21.25,24168
GLO.452,MRT.452,MRT,-10.25,21.75,24169
GLO.453,MRT.453,MRT,-10.25,22.25,24170
GLO.454,MRT.454,MRT,-10.25,22.75,24171
GLO.455,MRT.455,MRT,-10.25,23.25,24172
GLO.456,MRT.456,MRT,-10.25,23.75,24173
GLO.457,MRT.457,MRT,-10.25,24.25,24174
GLO.458,MRT.458,MRT,-10.25,24.75,24175
GLO.459,MRT.459,MRT,-10.25,25.25,24176
GLO.460,MRT.460,MRT,-10.25,25.75,24177
GLO.461,ESH.461,ESH,-10.25,26.25,24178
GLO.462,ESH.462,ESH,-10.25,26.75,24179
GLO.463,ESH.463,ESH,-10.25,27.25,24180
GLO.464,LBR.464,LBR,-9.75,5.75,24193
GLO.465,LBR.465,LBR,-9.75,6.25,24194
GLO.466,LBR.466,LBR,-9.75,6.75,24195
GLO.467,LBR.467,LBR,-9.75,7.25,24196
GLO.468,LBR.468,LBR,-9.75,7.75,24197
GLO.469,LBR.469,LBR,-9.75,8.25,24198
GLO.470,GIN.470,GIN,-9.75,8.75,24199
GLO.471,GIN.471,GIN,-9.75,9.25,24200
GLO.472,GIN.472,GIN,-9.75,9.75,24201
GLO.473,GIN.473,GIN,-9.75,10.25,24202
GLO.474,GIN.474,GIN,-9.75,10.75,24203
GLO.475,GIN.475,GIN,-9.75,11.25,24204
GLO.476,GIN.476,GIN,-9.75,11.75,24205
GLO.477,MLI.477,MLI,-9.75,12.25,24206
GLO.478,MLI.478,MLI,-9.75,12.75,24207
GLO.479,MLI.479,MLI,-9.75,13.25,24208
GLO.480,MLI.480,MLI,-9.75,13.75,24209
GLO.481,MLI.481,MLI,-9.75,14.25,24210
GLO.482,MLI.482,MLI,-9.75,14.75,24211
GLO.483,MLI.483,MLI,-9.75,15.25,24212
GLO.484,MRT.484,MRT,-9.75,15.75,24213
GLO.485,MRT.485,MRT,-9.75,16.25,24214
GLO.486,MRT.486,MRT,-9.75,16.75,24215
GLO.487,MRT.487,MRT,-9.75,17.25,24216
GLO.488,MRT.488,MRT,-9.75,17.75,24217
GLO.489,MRT.489,MRT,-9.75,18.25,24218
GLO.490,MRT.490,MRT,-9.75,18.75,24219
GLO.491,MRT.491,MRT,-9.75,19.25,24220
GLO.492,MRT.492,MRT,-9.75,19.75,24221
GLO.493,MRT.493,MRT,-9.75,20.25,24222
GLO.494,MRT.494,MRT,-9.75,20.75,24223
GLO.495,MRT.495,MRT,-9.75,21.25,24224
GLO.496,MRT.496,MRT,-9.75,21.75,24225
GLO.497,MRT.497,MRT,-9.75,22.25,24226
GLO.498,MRT.498,MRT,-9.75,22.75,24227
GLO.499,MRT.499,MRT,-9.75,23.25,24228
GLO.500,MRT.500,MRT,-9.75,23.75,24229
GLO.501,MRT.501,MRT,-9.75,24.25,24230
GLO.502,MRT.502,MRT,-9.75,24.75,24231
GLO.503,MRT.503,MRT,-9.75,25.25,24232
GLO.504,MRT.504,MRT,-9.75,25.75,24233
GLO.505,ESH.505,ESH,-9.75,26.25,24234
GLO.506,ESH.506,ESH,-9.75,26.75,24235
GLO.507,ESH.507,ESH,-9.75,27.25,24236
GLO.508,LBR.508,LBR,-9.25,5.25,24253
GLO.509,LBR.509,LBR,-9.25,5.75,24254
GLO.510,LBR.510,LBR,-9.25,6.25,24255
GLO.511,LBR.511,LBR,-9.25,6.75,24256
GLO.512,LBR.512,LBR,-9.25,7.25,24257
GLO.513,GIN.513,GIN,-9.25,7.75,24258
GLO.514,GIN.514,GIN,-9.25,8.25,24259
GLO.515,GIN.515,GIN,-9.25,8.75,24260
GLO.516,GIN.516,GIN,-9.25,9.25,24261
GLO.517,GIN.517,GIN,-9.25,9.75,24262
GLO.518,GIN.518,GIN,-9.25,10.25,24263
GLO.519,GIN.519,GIN,-9.25,10.75,24264
GLO.520,GIN.520,GIN,-9.25,11.25,24265
GLO.521,GIN.521,GIN,-9.25,11.75,24266
GLO.522,GIN.522,GIN,-9.25,12.25,24267
GLO.523,MLI.523,MLI,-9.25,12.75,24268
GLO.524,MLI.524,MLI,-9.25,13.25,24269
GLO.525,MLI.525,MLI,-9.25,13.75,24270
GLO.526,MLI.526,MLI,-9.25,14.25,24271
GLO.527,MLI.527,MLI,-9.25,14.75,24272
GLO.528,MLI.528,MLI,-9.25,15.25,24273
GLO.529,MRT.529,MRT,-9.25,15.75,24274
GLO.530,MRT.530,MRT,-9.25,16.25,24275
GLO.531,MRT.531,MRT,-9.25,16.75,24276
GLO.532,MRT.532,MRT,-9.25,17.25,24277
GLO.533,MRT.533,MRT,-9.25,17.75,24278
GLO.534,MRT.534,MRT,-9.25,18.25,24279
GLO.535,MRT.535,MRT,-9.25,18.75,24280
GLO.536,MRT.536,MRT,-9.25,19.25,24281
GLO.537,MRT.537,MRT,-9.25,19.75,24282
GLO.538,MRT.538,MRT,-9.25,20.25,24283
GLO.539,MRT.539,MRT,-9.25,20.75,24284
GLO.540,MRT.540,MRT,-9.25,21.25,24285
GLO.541,MRT.541,MRT,-9.25,21.75,24286
GLO.542,MRT.542,MRT,-9.25,22.25,24287
GLO.543,MRT.543,MRT,-9.25,22.75,24288
GLO.544,MRT.544,MRT,-9.25,23.25,24289
GLO.545,MRT.545,MRT,-9.25,23.75,24290
GLO.546,MRT.546,MRT,-9.25,24.25,24291
GLO.547,MRT.547,MRT,-9.25,24.75,24292
GLO.548,MRT.548,MRT,-9.25,25.25,24293
GLO.549,MRT.549,MRT,-9.25,25.75,24294
GLO.550,ESH.550,ESH,-9.25,26.25,24295
GLO.551,ESH.551,ESH,-9.25,26.75,24296
GLO.552,ESH.552,ESH,-9.25,27.25,24297
GLO.553,LBR.553,LBR,-8.75,5.25,24324
GLO.554,LBR.554,LBR,-8.75,5.75,24325
GLO.555,LBR.555,LBR,-8.75,6.25,24326
GLO.556,LBR.556,LBR,-8.75,6.75,24327
GLO.557,LBR.557,LBR,-8.75,7.25,24328
GLO.558,GIN.558,GIN,-8.75,7.75,24329
GLO.559,GIN.559,GIN,-8.75,8.25,24330
GLO.560,GIN.560,GIN,-8.75,8.75,24331
GLO.561,GIN.561,GIN,-8.75,9.25,24332
GLO.562,GIN.562,GIN,-8.75,9.75,24333
GLO.563,GIN.563,GIN,-8.75,10.25,24334
GLO.564,GIN.564,GIN,-8.75,10.75,24335
GLO.565,GIN.565,GIN,-8.75,11.25,24336
GLO.566,MLI.566,MLI,-8.75,11.75,24337
GLO.567,MLI.567,MLI,-8.75,12.25,24338
GLO.568,MLI.568,MLI,-8.75,12.75,24339
GLO.569,MLI.569,MLI,-8.75,13.25,24340
GLO.570,MLI.570,MLI,-8.75,13.75,24341
GLO.571,MLI.571,MLI,-8.75,14.25,24342
GLO.572,MLI.572,MLI,-8.75,14.75,24343
GLO.573,MLI.573,MLI,-8.75,15.25,24344
GLO.574,MRT.574,MRT,-8.75,15.75,24345
GLO.575,MRT.575,MRT,-8.75,16.25,24346
GLO.576,MRT.576,MRT,-8.75,16.75,24347
GLO.577,MRT.577,MRT,-8.75,17.25,24348
GLO.578,MRT.578,MRT,-8.75,17.75,24349
GLO.579,MRT.579,MRT,-8.75,18.25,24350
GLO.580,MRT.580,MRT,-8.75,18.75,24351
GLO.581,MRT.581,MRT,-8.75,19.25,24352
GLO.582,MRT.582,MRT,-8.75,19.75,24353
GLO.583,MRT.583,MRT,-8.75,20.25,24354
GLO.584,MRT.584,MRT,-8.75,20.75,24355
GLO.585,MRT.585,MRT,-8.75,21.25,24356
GLO.586,MRT.586,MRT,-8.75,21.75,24357
GLO.587,MRT.587,MRT,-8.75,22.25,24358
GLO.588,MRT.588,MRT,-8.75,22.75,24359
GLO.589,MRT.589,MRT,-8.75,23.25,24360
GLO.590,MRT.590,MRT,-8.75,23.75,24361
GLO.591,MRT.591,MRT,-8.75,24.25,24362
GLO.592,MRT.592,MRT,-8.75,24.75,24363
GLO.593,MRT.593,MRT,-8.75,25.25,24364
GLO.594,MRT.594,MRT,-8.75,25.75,24365
GLO.595,ESH.595,ESH,-8.75,26.25,24366
GLO.596,ESH.596,ESH,-8.75,26.75,24367
GLO.597,ESH.597,ESH,-8.75,27.25,24368
GLO.598,LBR.598,LBR,-8.25,4.75,24403
GLO.599,LBR.599,LBR,-8.25,5.25,24404
GLO.600,LBR.600,LBR,-8.25,5.75,24405
GLO.601,LBR.601,LBR,-8.25,6.25,24406
GLO.602,CIV.602,CIV,-8.25,6.75,24407
GLO.603,CIV.603,CIV,-8.25,7.25,24408
GLO.604,GIN.604,GIN,-8.25,7.75,24409
GLO.605,GIN.605,GIN,-8.25,8.25,24410
GLO.606,GIN.606,GIN,-8.25,8.75,24411
GLO.607,GIN.607,GIN,-8.25,9.25,24412
GLO.608,GIN.608,GIN,-8.25,9.75,24413
GLO.609,GIN.609,GIN,-8.25,10.25,24414
GLO.610,MLI.610,MLI,-8.25,10.75,24415
GLO.611,MLI.611,MLI,-8.25,11.25,24416
GLO.612,MLI.612,MLI,-8.25,11.75,24417
GLO.613,MLI.613,MLI,-8.25,12.25,24418
GLO.614,MLI.614,MLI,-8.25,12.75,24419
GLO.615,MLI.615,MLI,-8.25,13.25,24420
GLO.616,MLI.616,MLI,-8.25,13.75,24421
GLO.617,MLI.617,MLI,-8.25,14.25,24422
GLO.618,MLI.618,MLI,-8.25,14.75,24423
GLO.619,MLI.619,MLI,-8.25,15.25,24424
GLO.620,MRT.620,MRT,-8.25,15.75,24425
GLO.621,MRT.621,MRT,-8.25,16.25,24426
GLO.622,MRT.622,MRT,-8.25,16.75,24427
GLO.623,MRT.623,MRT,-8.25,17.25,24428
GLO.624,MRT.624,MRT,-8.25,17.75,24429
GLO.625,MRT.625,MRT,-8.25,18.25,24430
GLO.626,MRT.626,MRT,-8.25,18.75,24431
GLO.627,MRT.627,MRT,-8.25,19.25,24432
GLO.628,MRT.628,MRT,-8.25,19.75,24433
GLO.629,MRT.629,MRT,-8.25,20.25,24434
GLO.630,MRT.630,MRT,-8.25,20.75,24435
GLO.631,MRT.631,MRT,-8.25,21.25,24436
GLO.632,MRT.632,MRT,-8.25,21.75,24437
GLO.633,MRT.633,MRT,-8.25,22.25,24438
GLO.634,MRT.634,MRT,-8.25,22.75,24439
GLO.635,MRT.635,MRT,-8.25,23.25,24440
GLO.636,MRT.636,MRT,-8.25,23.75,24441
GLO.637,MRT.637,MRT,-8.25,24.25,24442
GLO.638,MRT.638,MRT,-8.25,24.75,24443
GLO.639,MRT.639,MRT,-8.25,25.25,24444
GLO.640,MRT.640,MRT,-8.25,25.75,24445
GLO.641,MRT.641,MRT,-8.25,26.25,24446
GLO.642,MRT.642,MRT,-8.25,26.75,24447
GLO.643,LBR.643,LBR,-7.75,4.75,24487
GLO.644,LBR.644,LBR,-7.75,5.25,24488
GLO.645,LBR.645,LBR,-7.75,5.75,24489
GLO.646,CIV.646,CIV,-7.75,6.25,24490
GLO.647,CIV.647,CIV,-7.75,6.75,24491
GLO.648,CIV.648,CIV,-7.75,7.25,24492
GLO.649,CIV.649,CIV,-7.75,7.75,24493
GLO.650,CIV.650,CIV,-7.75,8.25,24494
GLO.651,CIV.651,CIV,-7.75,8.75,24495
GLO.652,CIV.652,CIV,-7.75,9.25,24496
